habitat_id,ecosystem,habitat_type,naturbase_id,habitat_name,value_code,value_label,municipality,canonical_region,habitat_area_m2,centroid_lon,centroid_lat,protected_area_m2,mpa_area_m2,nearest_protected_distance_m,nearest_mpa_distance_m,nearest_dredging_distance_m,nearest_akvakultur_distance_m,nearest_platform_distance_m,nearest_windfarm_distance_m,dredging_within_1km_n,dredging_within_5km_n,dredging_within_10km_n,akvakultur_within_1km_n,akvakultur_within_5km_n,akvakultur_within_10km_n,platforms_within_1km_n,platforms_within_5km_n,platforms_within_10km_n,windfarms_within_1km_n,windfarms_within_5km_n,windfarms_within_10km_n,study_sites_within_1km_n,study_sites_within_5km_n,study_sites_within_10km_n,percent_protected,percent_mpa,colocation_pressure_index,evidence_gap_flag,high_pressure_low_protection_flag
seagrass_eelgrass_4111_BM00128089,seagrass,eelgrass,BM00128089,Solvik-1,A,Svært viktig,Bærum (3201),Skagerrak,2106.3222001875397,10.553328217005587,59.890861102593384,0.0,0.0,1570.9509147946592,71131.19343999737,52079.06669665943,13908.541384968104,317200.15806606924,136023.48502594532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4112_BM00128090,seagrass,eelgrass,BM00128090,Solvik-2,A,Svært viktig,Bærum (3201),Skagerrak,10816.232150657273,10.549383982751566,59.89191440609335,0.0,0.0,1591.078813830738,71207.11902182388,52115.39002614536,14028.829894063128,316947.9781323304,136079.0293621981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4113_BM00128091,seagrass,eelgrass,BM00128091,Søreidsvågen nord,C,Lokalt viktig,Tysnes (4616),Skagerrak,10.404600083226896,5.4984853198862575,59.97862971930539,0.0,0.0,10299.747618554968,72661.41924642787,23938.189821686097,8052.625625930486,77043.16911868672,322828.62745446165,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4114_BM00128093,seagrass,eelgrass,BM00128093,Åros brygge,A,Svært viktig,Asker (3203),Skagerrak,147.56380000994227,10.522309185199978,59.705837221799925,0.0,0.0,1724.4974677315233,50836.451231385174,31412.407413493704,12427.772128068125,312911.1484783635,115438.75868360215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,True,False
seagrass_eelgrass_4115_BM00128095,seagrass,eelgrass,BM00128095,Sand,A,Svært viktig,Drammen (3301),Skagerrak,14701.680701517664,10.395105952430798,59.552775342298624,0.0,0.0,1837.878613385947,36104.92575359119,14972.835681540879,16027.01642370488,304528.9493590101,98586.1463016557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4116_BM00128096,seagrass,eelgrass,BM00128096,Værbaubukta,A,Svært viktig,Sarpsborg (3105),Skagerrak,4178.111550269643,11.16549941946349,59.163110414464214,0.0,0.0,1944.14729864177,23152.0594577129,15959.55531764791,58190.753475293095,349652.30953868746,65357.036777615234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4117_BM00128097,seagrass,eelgrass,BM00128097,Smørklunken,A,Svært viktig,Sarpsborg (3105),Skagerrak,22309.248700896766,11.15504742105588,59.15799444230899,0.0,0.0,1034.2739478787846,22381.389642641327,15505.44515642347,58375.27220522766,349010.97066815913,64518.89314896686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4118_BM00128098,seagrass,eelgrass,BM00128098,Kråkstadfjorden V,A,Svært viktig,Råde (3112),Skagerrak,33678.805752095075,10.781011825235707,59.3191391468726,33678.80575209507,0.0,0.0,7780.8226035017915,177.89965961645697,33764.013222161986,326351.0552424933,73404.49738570086,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,5,True,False
seagrass_eelgrass_4119_BM00128099,seagrass,eelgrass,BM00128099,Vrangben NØ,A,Svært viktig,Råde (3112),Skagerrak,30508.590951962553,10.757358215625626,59.30944011550917,0.0,0.0,881.91248305591,6200.30219603579,1953.8006019361549,34559.14591478294,325139.4496859031,71961.39146242222,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,True,True
seagrass_eelgrass_4120_BM00128100,seagrass,eelgrass,BM00128100,Vrangben N,A,Svært viktig,Råde (3112),Skagerrak,53869.61930434751,10.756332363562407,59.31148723825329,0.0,0.0,730.3715799647695,6494.801531581175,1894.636046656896,34264.223632566274,325052.5818775826,72267.00056959288,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,True,True
seagrass_eelgrass_4121_BM00128101,seagrass,eelgrass,BM00128101,Åvensundet,A,Svært viktig,Råde (3112),Skagerrak,39600.664352457694,10.748735039693475,59.313112265420166,0.0,0.0,262.895965742901,6564.6058060886635,2153.3048392099627,33824.75161412631,324581.4480682722,72354.09527629994,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,True,True
seagrass_eelgrass_4122_BM00128102,seagrass,eelgrass,BM00128102,Kurefjorden Åven - Tasken,A,Svært viktig,Råde (3112),Skagerrak,167621.5126637117,10.737760924347462,59.32274679279359,152300.23848334636,0.0,0.0,7065.204761282424,1001.103841817668,32369.990108762475,323388.27358007716,72798.84111338829,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,90.85960152912864,0.0,2,True,False
seagrass_eelgrass_4123_BM00128103,seagrass,eelgrass,BM00128103,Strømsund,C,Lokalt viktig,Arendal (4203),Skagerrak,853.1075004043527,8.975095837849576,58.55111518077707,0.0,0.0,555.0952519373685,119923.09406261182,43925.462087623695,19001.457803945108,242238.37778030365,92526.5098552302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4124_BM00128104,seagrass,eelgrass,BM00128104,Finnøybrua NØ,A,Svært viktig,Ålesund (1508),Norwegian Sea,287809.28549849923,6.463446517418875,62.79786638851621,0.0,0.0,500.7022448376156,88212.94932001876,25431.36745737641,26099.65476090594,87156.46786777583,510935.8453769692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4125_BM00128105,seagrass,eelgrass,BM00128105,Tollingsholmen 1,B,Viktig,Ålesund (1508),Norwegian Sea,38876.75069356467,6.506229923989652,62.80844475873004,0.0,0.0,585.48523099248,90801.9281309143,23228.683687259978,23797.060102272444,88179.83736313676,511265.6869648064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4126_BM00128106,seagrass,eelgrass,BM00128106,Tollingsholmen 2,C,Lokalt viktig,Ålesund (1508),Norwegian Sea,12096.63194520581,6.500375107911311,62.80754973277553,0.0,0.0,434.5548089846514,90514.44042246863,23632.542591172838,24186.100457561257,88150.0764477315,511475.1975646482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4127_BM00128107,seagrass,eelgrass,BM00128107,Kvaløya,C,Lokalt viktig,Ålesund (1508),Norwegian Sea,7992.099429435721,6.515147570849756,62.81047977805016,0.0,0.0,1084.978873064867,91302.1636017309,22914.966000617307,23442.493528148236,88367.3967583982,511383.86101579916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4128_BM00128108,seagrass,eelgrass,BM00128108,Sandvika,C,Lokalt viktig,Flekkefjord (4207),Skagerrak,394.11630146650805,6.581979114970408,58.20892466239033,0.0,0.0,195.71121591506795,9668.879425535722,51593.213115270395,11508.407650008416,127525.64694136633,119384.60291625417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4129_BM00128109,seagrass,eelgrass,BM00128109,Ålborgholmen,C,Lokalt viktig,Færder (3911),Skagerrak,4584.207400526671,10.512598923182482,59.22382348028788,4584.207400526671,0.0,0.0,8052.541834320321,15196.423855058034,44332.28206003325,311874.11829925526,61698.6306117824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4130_BM00128110,seagrass,eelgrass,BM00128110,Gåsøy,C,Lokalt viktig,Færder (3911),Skagerrak,883.0866001047652,10.500775390674095,59.20020843308552,883.0866001047652,0.0,0.0,9649.411963259323,12501.993733470776,47060.65803506106,311455.7171341737,59119.31623002838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4131_BM00128231,seagrass,eelgrass,BM00128231,Skotteholmen N for,C,Lokalt viktig,Halden (3101),Skagerrak,871.7629501710987,11.43205990485537,59.03728171342937,0.0,0.0,4067.3488498730926,39830.835701567295,35944.9121639883,78229.40086550571,366480.50320302986,65297.420619440876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4132_BM00128240,seagrass,eelgrass,BM00128240,Breidablikk - Klaven,B,Viktig,Sarpsborg (3105),Skagerrak,516.8470000710118,11.1891403572562,59.14449583420869,0.0,0.0,1156.2846809289563,24289.084273829394,17932.06108755875,60648.96948494982,351165.39885878755,64419.06922113058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4133_BM00128244,seagrass,eelgrass,BM00128244,Komperødlandet N,A,Svært viktig,Sarpsborg (3105),Skagerrak,1191.9698000173416,11.156454132101802,59.18890005787282,0.0,0.0,1335.7403386628928,23218.68815944117,14812.46841608691,55472.50214812169,348901.7807643085,67529.18529399726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4134_BM00128245,seagrass,eelgrass,BM00128245,Komperødlandet S,A,Svært viktig,Sarpsborg (3105),Skagerrak,1905.879900124666,11.157861126204237,59.1873289921288,0.0,0.0,1364.316419093137,23250.619343706487,14908.73833443066,55646.67327785458,348988.3800379589,67405.57365888066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4135_BM00128246,seagrass,eelgrass,BM00128246,Jonetangen V,B,Viktig,Sarpsborg (3105),Skagerrak,8622.415549539675,11.200271123544285,59.144892551284705,0.0,0.0,1009.1336114384582,24867.4538009883,18461.9915916233,60934.98502599019,351740.3451979709,64756.82459513449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4136_BM00128247,seagrass,eelgrass,BM00128247,Hornneskilens innløp,B,Viktig,Sarpsborg (3105),Skagerrak,4482.487599907966,11.151187641073786,59.1913489583078,0.0,0.0,1427.0452340870324,22859.896337198494,14303.374428638988,54938.55380029927,348407.42591743637,67548.8239557693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4137_BM00128254,seagrass,eelgrass,BM00128254,Grunnesund,B,Viktig,Larvik (3909),Skagerrak,2763.1644003729116,10.132354979884,59.00678996755861,0.0,0.0,846.0724346382219,36726.629030985714,2469.961091018141,74019.13125329492,293124.59162552695,44588.37212888743,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,True,True
seagrass_eelgrass_4138_BM00128257,seagrass,eelgrass,BM00128257,"Justnessundet, Justvigbukta",B,Viktig,Kristiansand (4204),Skagerrak,1176673.778702544,8.0491800525504,58.193001633976024,0.0,0.0,8951.554520033911,75135.9660648206,19537.606853755813,48308.11894284414,210293.8392630817,101775.48571387128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4139_BM00128258,seagrass,eelgrass,BM00128258,Stræden,B,Viktig,Kristiansand (4204),Skagerrak,587089.7104425309,7.972026613866758,58.111057961299046,44233.70482002469,0.0,0.0,70661.35537348529,10696.756330790917,57461.47332071209,204257.9975175102,91908.58663413831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.534403010858874,0.0,0,True,False
seagrass_eelgrass_4140_BM00128261,seagrass,eelgrass,BM00128261,Bragdøyrenna,B,Viktig,Kristiansand (4204),Skagerrak,268606.44938811974,7.99562580376524,58.12186994370983,0.0,0.0,1640.3459099307934,72362.75033995927,12689.200747476134,55547.06909460076,206147.73193626577,93990.72100078836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4141_BM00128262,seagrass,eelgrass,BM00128262,Sodefjedkilen,B,Viktig,Kristiansand (4204),Skagerrak,34449.88933103125,8.150310089333203,58.11590851173762,0.0,0.0,236.32435794785872,81875.282041601,21719.545106490583,49469.89368895233,215489.29788807442,94757.67001193433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4142_BM00128264,seagrass,eelgrass,BM00128264,Børresvåg,A,Svært viktig,Kristiansand (4204),Skagerrak,36612.293736514745,8.066068935118144,58.1251157158789,0.0,0.0,2240.621685969728,76935.27275725802,17177.16611858832,52420.563930061035,210764.28438417643,94922.66233936427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4143_BM00128266,seagrass,eelgrass,BM00128266,Vigvollsbukta,C,Lokalt viktig,Kristiansand (4204),Skagerrak,50220.034099560624,8.080572831922673,58.175048782076495,0.0,0.0,7224.075539720922,77572.4158811109,20215.98151211974,48392.788480131516,212376.01104475357,100582.6749017409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4144_BM00128268,seagrass,eelgrass,BM00128268,Selvåg -Søylekilen,A,Svært viktig,Lindesnes (4205),Skagerrak,58470.898736697956,7.622585671928499,58.014353515459334,0.0,0.0,991.9832044335269,52793.65372724315,11872.669596621545,59741.24301444559,183245.8435619382,82974.34056105347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4145_BM00128269,seagrass,eelgrass,BM00128269,Sånum/Langestranda,B,Viktig,Lindesnes (4205),Skagerrak,169046.3191533935,7.417052883562472,58.01857854488013,0.0,0.0,3581.9610040666344,40097.06095447088,2186.627911817324,46950.35014364699,170558.58066755842,83651.44857911585,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,True,True
seagrass_eelgrass_4146_BM00128275,seagrass,eelgrass,BM00128275,Hellekilen (Kart 7F),C,Lokalt viktig,Lillesand (4215),Skagerrak,8175.807906945094,8.238221245462679,58.14447468916601,0.0,0.0,1342.3352071170705,87024.64786998238,27588.287747934966,43582.55172869967,221167.62309966638,99014.05739378146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4147_BM00128276,seagrass,eelgrass,BM00128276,Bukt ved Snekkeviga (Kart 9G),C,Lokalt viktig,Lillesand (4215),Skagerrak,2585.9583022090346,8.258464697734833,58.15862820464122,0.0,0.0,1093.5218499372063,88231.41542588464,29223.617718176545,41633.61327859411,222629.40896578415,100809.97782250069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4148_BM00128277,seagrass,eelgrass,BM00128277,"Strandeng/jorde Blikksund, øst (Kart 9I)",B,Viktig,Lillesand (4215),Skagerrak,1617.8370014119441,8.264246033420868,58.15979751025819,0.0,0.0,810.291411909157,88562.81262533281,29574.692270230564,41312.44014441934,222968.23276763465,101042.48291324178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4149_BM00128278,seagrass,eelgrass,BM00128278,Furøysundet,B,Viktig,Lillesand (4215),Skagerrak,3340.506552670357,8.307949811403871,58.18082664678666,0.0,0.0,785.5975502771614,91138.0862710807,32764.674627822533,37822.87401986327,225869.3655092914,103935.1126471265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4150_BM00128279,seagrass,eelgrass,BM00128279,Skjøtøy NØ,B,Viktig,Lillesand (4215),Skagerrak,1468.037451060638,8.43589178735712,58.24623685006955,0.0,0.0,634.0705117402617,98999.01915035606,42522.18221030429,27354.710620176273,230186.91720343087,110446.46282507355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4151_BM00128280,seagrass,eelgrass,BM00128280,Skjøtøy SV,B,Viktig,Lillesand (4215),Skagerrak,1104.5551507837995,8.433300328528611,58.2451912267634,0.0,0.0,829.6890636204087,98840.70826055532,42335.89762090582,27548.391802241757,230125.93344647592,110482.5573956939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4152_BM00128281,seagrass,eelgrass,BM00128281,Klingsundkilen (Kart 25Q),B,Viktig,Lillesand (4215),Skagerrak,963.1752006859952,8.43166173299601,58.25074824767446,0.0,0.0,592.2488433737959,98806.6663955728,42527.73597312264,27168.15558422085,229701.00573128788,110982.81411675038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4153_BM00128282,seagrass,eelgrass,BM00128282,Kålnes (Kart 25 T),A,Svært viktig,Lillesand (4215),Skagerrak,611.0238004412639,8.432631925487913,58.257269612164116,0.0,0.0,801.1361086334188,98929.10074510847,42917.17312742707,26621.185282888568,229346.16730324947,111444.54766213494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4154_BM00128283,seagrass,eelgrass,BM00128283,Strandeng ved gammelt båthus på Kvarsnes (kart 19F),C,Lokalt viktig,Lillesand (4215),Skagerrak,984.5375008278238,8.302072491908946,58.20324750163378,0.0,0.0,3228.039642244948,90861.85078357918,33367.23028482081,36330.51735298032,225911.6016539904,106269.92638531448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4155_BM00128286,seagrass,eelgrass,BM00128286,Stølen,A,Svært viktig,Hå (1119),Skagerrak,53409.391959089,5.809009207490819,58.49151236453955,0.0,0.0,1642.9877730249284,1893.3081132990794,106308.5921022663,44311.19188718997,102839.94654214234,159568.1205476415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4156_BM00128287,seagrass,eelgrass,BM00128287,,C,Lokalt viktig,Haugesund (1106),Skagerrak,17580.8585766252,5.278263482551116,59.48742518889641,0.0,0.0,1698.029870226401,74809.67125903543,29080.14631060774,13244.903886865452,21954.072796798635,274296.7767926318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4157_BM00128289,seagrass,eelgrass,BM00128289,Bergsøya: Straumane,B,Viktig,Herøy (M. og R.) (1515),Norwegian Sea,1268064.3573497878,5.672060235895215,62.33171389629238,0.0,0.0,3398.242975363087,22472.877144530463,77443.05225559743,25662.79977598002,55945.78231124065,487929.7723668942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,True,False
seagrass_eelgrass_4158_BM00128291,seagrass,eelgrass,BM00128291,Gurskøya: Stokksund,C,Lokalt viktig,Herøy (M. og R.) (1515),Norwegian Sea,14901.785100546678,5.729921629308517,62.30532670763518,0.0,0.0,218.8544746443409,25052.37489742541,74941.83105819936,25881.68766642274,59549.756076762475,484307.51847495313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4159_BM00128292,seagrass,eelgrass,BM00128292,Gurskøya: Aspevikvågen,B,Viktig,Herøy (M. og R.) (1515),Norwegian Sea,87004.09032533228,5.7633960508669055,62.28327307011126,0.0,0.0,323.43635636438563,25716.226855062538,73014.33274849459,26507.99073375487,60852.16144895622,481057.1591312597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4160_BM00128293,seagrass,eelgrass,BM00128293,Gurskøya: Dragsund: Kvennavågen,B,Viktig,Herøy (M. og R.) (1515),Norwegian Sea,273091.6491873417,5.818805521666496,62.27395507535363,0.0,0.0,2125.775768880201,28125.283753544303,70048.10374393726,25431.20087462449,63510.670572836345,478535.29487766494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4161_BM00128295,seagrass,eelgrass,BM00128295,Flatevågen: Flatebukta,B,Viktig,Vestnes (1535),Norwegian Sea,34038.63658372648,7.0248544922112695,62.61621892652193,0.0,0.0,3989.8677293797346,100399.29148457808,25332.075282811125,3093.084160735401,121461.61138288428,480331.92168472696,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0.0,0.0,6,True,True
seagrass_eelgrass_4162_BM00128296,seagrass,eelgrass,BM00128296,Flatevågen: Leirvika,B,Viktig,Vestnes (1535),Norwegian Sea,28987.048669216267,7.06793441092182,62.629407546380214,0.0,0.0,1374.4101844504767,103032.27897983007,24318.175185206997,5565.169835003933,121108.29174587627,480722.5692305644,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4163_BM00128297,seagrass,eelgrass,BM00128297,Flatevågen: Kråkvika,B,Viktig,Vestnes (1535),Norwegian Sea,21593.02285118557,7.079365647229082,62.61971738290353,0.0,0.0,1338.3460200584088,103055.77592722415,25490.52943135909,5883.837707754347,122373.78626342818,479521.38170357613,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4164_BM00128300,seagrass,eelgrass,BM00128300,Leirpollen,B,Viktig,Bømlo (4613),Skagerrak,32913.91611573133,5.338746317749329,59.72620561454761,0.0,0.0,4687.0730540705235,99680.83195495127,10123.43747818176,5527.511300082149,47308.13714104577,299974.27412628086,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4165_BM00128315,seagrass,eelgrass,BM00128315,Bliksekilen,A,Svært viktig,Tønsberg (3905),Skagerrak,6613.184700635355,10.498011786980726,59.32463565765252,6613.184700635355,0.0,0.0,11570.170843300853,7503.629819564156,33551.93902991891,310381.0187415205,72962.07392033367,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4166_BM00128319,seagrass,eelgrass,BM00128319,Sundet indre,A,Svært viktig,Randaberg (1127),Skagerrak,20054.9581627904,5.5684980832876425,59.01483102370409,40109.9163255808,0.0,0.0,21191.06462733556,78498.58876364202,20889.520347637634,45617.60459478962,219466.7354326378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,0,True,False
seagrass_eelgrass_4167_BM00128320,seagrass,eelgrass,BM00128320,Børaunen,A,Svært viktig,Randaberg (1127),Skagerrak,16150.239130443228,5.575714322859776,59.01776463665419,32300.478260886455,0.0,0.0,21560.517570279844,78144.14772388467,20443.19224013059,45645.093850633726,219699.4170690999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,0,True,False
seagrass_eelgrass_4168_BM00128322,seagrass,eelgrass,BM00128322,Straumen,B,Viktig,Tingvoll (1560),Norwegian Sea,25956.82912457291,8.119860609689685,63.046907018495965,0.0,0.0,8246.199972892568,103703.63055603566,512.1911466118845,6724.782776572004,123102.50421391192,505384.7988812749,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,4,True,True
seagrass_eelgrass_4169_BM00128327,seagrass,eelgrass,BM00128327,"Aunvågen: Kvalpøya, vestre del",C,Lokalt viktig,Smøla (1573),Norwegian Sea,203.5937502049063,7.98247871045901,63.463003940991584,203.5937502049064,0.0,0.0,98192.78573354355,46277.97781796786,41038.18362481345,87866.24378087085,549381.5856990397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4170_BM00128330,seagrass,eelgrass,BM00128330,Grunnvågen,B,Viktig,Smøla (1573),Norwegian Sea,83660.42158985487,7.947142131278095,63.43073686657481,0.0,0.0,1608.0051337697614,99872.8460661386,42734.75509632719,37702.66990705441,89215.73115168967,547091.8019725766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4171_BM00128331,seagrass,eelgrass,BM00128331,Litlneset ved Kuøya,B,Viktig,Smøla (1573),Norwegian Sea,148026.08681404288,7.919919732416498,63.438355802952394,0.0,0.0,1221.7518954145044,101089.99486937208,43982.09492188347,39033.11934564239,87584.55831041213,548611.6743426435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4172_BM00128335,seagrass,eelgrass,BM00128335,"Gjelbergøya, nordvestre del",C,Lokalt viktig,Smøla (1573),Norwegian Sea,341.9823502751864,7.805737866700335,63.36594219830746,0.0,0.0,1903.337041858257,107906.84287779812,38427.62497406131,34409.03531283567,90722.0118156826,544195.323045751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
seagrass_eelgrass_4173_BM00128336,seagrass,eelgrass,BM00128336,Jøa: ved Møtua,B,Viktig,Smøla (1573),Norwegian Sea,343056.8865493865,7.868774396818502,63.33888261643811,343056.8865493864,0.0,0.0,104629.10172058792,34113.29926163871,29889.165870704106,94563.83867759601,540077.44478335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,0,True,False
seagrass_eelgrass_4174_BM00128340,seagrass,eelgrass,BM00128340,"Rosvolløya: Flakaneset, sørlege del",B,Viktig,Smøla (1573),Norwegian Sea,91975.9266953079,7.997230802706063,63.310822960281975,91975.9266953079,0.0,0.0,99220.58708438519,29313.56584388333,24393.20970110489,101078.73477017593,534785.4657989541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4175_BM00128345,seagrass,eelgrass,BM00128345,Rosvolløya: sørvest for Kalvøya,B,Viktig,Smøla (1573),Norwegian Sea,20997.170220884138,8.01805712091257,63.31971113389918,20997.170220884138,0.0,0.0,98100.00943101922,30170.652710334085,25108.218644806602,101139.18983791105,535135.1066494769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4176_BM00128346,seagrass,eelgrass,BM00128346,"Rosvolløya: Breidneset, nordlege del",B,Viktig,Smøla (1573),Norwegian Sea,36076.06583722987,8.001681209543792,63.31663626884263,36076.065837229864,0.0,0.0,98949.75464444005,29961.950963968786,25016.009031584374,100880.62155125405,535329.6600875355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99999999999997,0.0,0,True,False
seagrass_eelgrass_4177_BM00128347,seagrass,eelgrass,BM00128347,Holandsosen - Strauman,A,Svært viktig,Vega (1815),Norwegian Sea,47860.43120198867,11.888096971485488,65.70469339210314,47860.43120198867,0.0,0.0,34678.31109275431,28036.51827673901,130510.0163846981,170780.149556995,485398.5958770627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0,True,False
seagrass_eelgrass_4178_BM00128366,seagrass,eelgrass,BM00128366,Farstad: vest for Storholmen,B,Viktig,Hustadvika (1579),Norwegian Sea,1114.9771525675776,7.113718358469983,62.98610845878891,0.0,0.0,1657.0619554632767,127095.56265221891,17828.980675521925,14496.264708295148,88668.10375551741,516258.42494437296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,True,False
