FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.850,Norway,272169,Decommissioned,EKOFISK P,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,2061,870,,19751014,,76.80000305,262874.912036,JACKET 4 LEGS,POINT (3.213652800000034 56.54869170000006)
platforms.848,Norway,279841,Operational,BALDER FPU,Floating steel,Above water production,Vår Energi ASA,NO_25/11,Crude Oil,,33930,,19990930,,127,140572.396894,FPSO; OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.387416700000074 59.19160560000006)
platforms.871,Norway,271301,Operational,STATFJORD B,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/12,Crude Oil,434000,42200,,19821105,,145,145111.254072,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (1.8306361000000493 61.20691110000007)
platforms.875,Norway,277377,Operational,EMBLA,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,3927,2467,,19930513,,70.19999695,281113.872479,JACKET 4 LEGS; ACCOMMODATION - OIL PRODUCER - PROCESSING - WELLHEAD,POINT (3.2482639000000404 56.333230600000036)
platforms.877,Norway,361248,Operational,VALHALL FLANKE NORD,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,3650,2400,,20040107,,69,277318.209885,JACKET 4 LEGS; WELLHEAD,POINT (3.3526417000000492 56.32436110000003)
platforms.887,Norway,272057,Operational,ELDFISK FTP,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,3583,6617,,19790801,,76.80000305,276848.254171,JACKET 8 LEGS; PROCESSING,POINT (3.265933300000029 56.37571940000004)
platforms.888,Norway,271805,Decommissioned,ODIN,Fixed steel,Above water production,Equinor Energy AS,NO_30/10,Natural Gas,6200,7600,,19840401,,103,153477.024754,JACKET 4 LEGS,POINT (2.1657500000000596 60.076933300000064)
platforms.890,Norway,272477,Decommissioned,VALHALL Q,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,3445,3755,,19810701,,74,279257.031772,JACKET 4 LEGS; QUARTER,POINT (3.3942778000000544 56.27883330000003)
platforms.892,Norway,280093,Operational,ELDFISK E,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,3215,6857,,20000101,,72,276931.969359,JACKET 4 LEGS; WATER INJECTION,POINT (3.2652056000000584 56.37508610000003)
platforms.907,Norway,277937,Operational,EKOFISK J,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,15248,25800,,19980818,,76.80000305,262730.969208,JACKET 8 LEGS; OIL PRODUCER - PROCESSING,POINT (3.2212833000000387 56.54720000000003)
platforms.923,Norway,271357,Decommissioned,ALBUSKJELL A,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_1/6,Natural Gas,8902,10649,,19790501,,71,264853.375074,JACKET 12 LEGS,POINT (2.940008300000045 56.642886100000055)
platforms.930,Norway,425058,Operational,EKOFISK Z,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,7300,8000,,20131025,,79,262855.352775,JACKET 4 LEGS; PROCESSING - WELLHEAD,POINT (3.2256583000000205 56.54405000000003)
platforms.931,Norway,272029,Operational,ULA PP,Fixed steel,Above water production,Aker BP ASA,NO_7/12,Crude Oil,4328,9463,,19861001,,71,231451.279011,JACKET 4 LEGS; PROCESSING,POINT (2.848569400000031 57.11175560000004)
platforms.932,Norway,271245,Operational,OSEBERG A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,115000,41979,,19881201,,109,105180.844471,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (2.8273139000000356 60.491863900000055)
platforms.960,Norway,278385,Operational,VALHALL WP,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,3680,3072,,19960601,,74,279354.729663,JACKET 4 LEGS; WELLHEAD,POINT (3.396377800000039 56.27656940000003)
platforms.941,Norway,272561,Closed down,FRIGG TCP2,Gravity-based concrete,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,,22900,,19780801,,102,164600.162681,CONDEEP 3 SHAFTS; PROCESSING,POINT (2.0665361000000644 59.88012220000007)
platforms.969,Norway,271525,Closed down,TOR,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,5275,6448,,19780801,,70,250361.449084,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (3.326958300000058 56.64207220000003)
platforms.975,Norway,279785,Operational,ÅSGARD A,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Crude Oil,,15000,,19990520,,315,154801.277984,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (6.727444400000024 65.06441670000004)
platforms.980,Norway,277349,Operational,VESLEFRIKK B,Floating steel,Above water production,Equinor Energy AS,NO_30/3,Crude Oil,,25461,,19891226,,176,91136.4896493,SEMISUB STEEL; PROCESSING - QUARTER,POINT (2.898611100000039 60.78138890000008)
platforms.999,Norway,279589,Operational,NORNE FPSO,Floating steel,Above water production,Equinor Energy AS,NO_6608/10,Crude Oil,,12372,,19971105,,378,152564.295135,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (8.088358300000039 66.02729170000003)
platforms.1007,Norway,280485,Operational,SNORRE B,Floating steel,Above water production,Equinor Energy AS,NO_34/4,Crude Oil,12799,20515,,20010627,,350,128428.023137,SEMISUB STEEL; DRILLING - PROCESSING - QUARTER,POINT (2.2115056000000664 61.52543890000004)
platforms.1011,Norway,272141,Closed down,EKOFISK T,Gravity-based concrete,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,273700,33400,,19741201,,76.80000305,262837.69772,DORIS,POINT (3.212580600000024 56.54954170000008)
platforms.1016,Norway,272225,Operational,OSEBERG C,Fixed steel,Above water production,Equinor Energy AS,NO_30/6,Crude Oil,14000,24216,,19910902,,108,104360.8975,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.7755972000000497 60.608338900000035)
platforms.1018,Norway,281213,Closed down,TOR FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,583,192,,19770801,,70,250439.141888,JACKET TRIPOD; FLARE STACK,POINT (3.3276167000000214 56.64093610000003)
platforms.1023,Norway,271553,Decommissioned,ALBUSKJELL F,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Natural Gas,7190,11418,,19790501,,71,262531.975248,JACKET 12 LEGS,POINT (3.0539472000000387 56.62053610000004)
platforms.1029,Norway,277797,Operational,SLEIPNER R,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,5300,5850,,19931001,,83,197649.418897,JACKET 4 LEGS; RISER,POINT (1.9105306000000724 58.36856390000003)
platforms.1030,Norway,271497,Decommissioned,VEST EKOFISK,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Natural Gas,4146,3655,,19740101,,75.09999847,266334.585455,JACKET 8 LEGS,POINT (3.0856000000000563 56.56320830000004)
platforms.1038,Norway,277685,Operational,VISUND,Floating steel,Above water production,Equinor Energy AS,NO_34/8,Crude Oil,11520,18818,,19990526,,335,113256.227601,SEMISUB STEEL; DRILLING - PROCESSING - QUARTER,POINT (2.4589167000000316 61.37015560000003)
platforms.1051,Norway,271329,Operational,STATFJORD C,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/9,Crude Oil,358000,48100,,19850626,,145,142764.576407,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (1.9025472000000718 61.296583300000066)
platforms.1064,Norway,283285,Operational,GRANE,Fixed steel,Above water production,Equinor Energy AS,NO_25/11,Crude Oil,17143,22841,,20030923,,127,135189.553535,JACKET 8 LEGS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (2.4873889000000418 59.16523890000008)
platforms.1072,Norway,406672,Operational,GJØA,Floating steel,Above water production,Neptune Energy Norge AS,NO_35/9,Crude Oil,14000,23100,,20101107,,360,36275.7158071,SEMISUB STEEL; PROCESSING - QUARTER,POINT (3.8968194000000267 61.332363900000075)
platforms.1050,Norway,280121,Operational,ÅSGARD B,Floating steel,Above water production,Equinor Energy AS,NO_6506/12,Natural Gas,,33600,,20001004,,300,157341.618451,SEMISUB STEEL; GAS EXPORT - PROCESSING - QUARTER,POINT (6.791186100000061 65.11037220000003)
platforms.1091,Norway,272337,Closed down,GYDA,Fixed steel,Above water production,,NO_2/1,Crude Oil,13184,17270,,19900622,,66,237387.700155,JACKET 6 LEGS; DRILLING - PROCESSING - QUARTER,POINT (3.0851972000000387 56.90492500000005)
platforms.1103,Norway,271441,Operational,EKOFISK C,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,5731,6776,,19740101,,76.80000305,262883.309499,JACKET 12 LEGS; DRILLING - OIL PRODUCER,POINT (3.2155167000000233 56.54784170000005)
platforms.1108,Norway,282529,Operational,VALHALL IP,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,7240,14900,,20040124,,74,279360.688305,JACKET 4 LEGS; DRILLING - WATER INJECTION,POINT (3.396338900000046 56.27651670000006)
platforms.469,Netherlands,389761087,Operational,F3-FB-OLT (Off-load Terminal),,Other,NEPTUNE,,,,,,,,0,164566.341014,,POINT (4.727505137000037 54.85386393700003)
platforms.1113,Norway,277965,Decommissioned,FRIGG DP2,Fixed steel,Above water production,Equinor Energy AS,NO_25/1,Natural Gas,11200,5500,,19780801,,97,164075.142015,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.0723889000000213 59.88613060000006)
platforms.1115,Norway,403167,Operational,YME WHM,Fixed steel,Above water production,Repsol Norge AS,NO_9/2,Crude Oil,45300,12400,,20211025,,93,103878.278751,MOPUStor; OFFLOADING - STORAGE - WELLHEAD,POINT (4.535436100000027 57.81608890000007)
platforms.1116,Norway,271749,Closed down,VALHALL DP,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,9300,11220,,19811217,,74,279267.771263,JACKET 8 LEGS; DRILLING,POINT (3.3953306000000225 56.27816390000004)
platforms.1130,Norway,272197,Decommissioned,EKOFISK H,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,3258,7288,,19790101,,76.80000305,263026.854229,JACKET 4 LEGS; ACCOMMODATION,POINT (3.213133300000038 56.54721110000003)
platforms.1140,Norway,271889,Operational,ULA DP,Fixed steel,Above water production,Aker BP ASA,NO_7/12,Crude Oil,5209,8557,,19860701,,71,231530.341304,JACKET 4 LEGS; DRILLING,POINT (2.8473306000000207 57.11143060000006)
platforms.1148,Norway,280877,Operational,KVITEBJØRN,Fixed steel,Above water production,Equinor Energy AS,NO_34/11,Natural Gas,12275,14704,,20040926,,190,108142.64654,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (2.4997194000000604 61.08030560000003)
platforms.1167,Norway,278273,Operational,TROLL B,Floating concrete,Above water production,Equinor Energy AS,NO_31/2,Crude Oil,138559,22342,,19950921,,320,61008.6781934,SEMISUB CONCRETE; PROCESSING - QUARTER,POINT (3.5031806000000643 60.77437500000008)
platforms.1168,Norway,272393,Operational,DRAUGEN,Gravity-based concrete,Above water production,OKEA ASA,NO_6407/9,Crude Oil,208000,28000,,19931019,,252,61140.2399368,CONDEEP MONOSHAFT; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (7.782605600000068 64.35317220000007)
platforms.1176,Norway,280541,Operational,OSEBERG D,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,5983,10880,,20001001,,109,105121.725233,JACKET 4 LEGS; PROCESSING,POINT (2.8289861000000656 60.49066670000008)
platforms.1180,Norway,277293,Decommissioned,EKOFISK W,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1154,486,,19890101,,72,263122.928159,JACKET TRIPOD; WATER INJECTION,POINT (3.217933300000027 56.54419720000004)
platforms.1196,Norway,272645,Operational,GULLFAKS C,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,593000,52935,,19900101,,216,121608.314814,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.2738694000000237 61.214944400000036)
platforms.1199,Norway,277265,Decommissioned,B-11,Fixed steel,Above water production,Gassco AS,GERMANY_B/11,Natural Gas,1223,7869,,19770917,,33,222714.362071,JACKET 8 LEGS; BOOSTER - QUARTER,POINT (4.551647200000048 55.46231390000003)
platforms.1205,Norway,271637,Decommissioned,EDDA,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,6155,10390,,19791201,,71,274393.821465,JACKET 12 LEGS,POINT (3.1044639000000416 56.464838900000075)
platforms.1210,Norway,271693,Decommissioned,COD,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_7/11,Natural Gas,5094,5167,,19771101,,72.5,253053.503983,JACKET 8 LEGS,POINT (2.434722200000067 57.069552800000054)
platforms.1211,Norway,272113,Closed down,EKOFISK G,Fixed steel,Other,Aker BP ASA,NO_2/4,Crude Oil,2041,2900,,19821001,,76.80000305,262963.33455,JACKET 4 LEGS; RISER,POINT (3.2099861000000374 56.54919720000004)
platforms.1193,Norway,414071,Operational,SKARV FPSO,Fixed steel,Above water production,Aker BP ASA,NO_6507/5,Natural Gas,,17000,,20121231,,368,161436.937328,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (7.651086100000043 65.69777780000004)
platforms.381,Netherlands,118117742,Operational,F3-FB-1P,,Production,NEPTUNE,,,,,,,,0,165180.471286,,POINT (4.6962072990000365 54.85381090000004)
platforms.347,Netherlands,389761181,Operational,Sidetap A6-F3,,Other,,,,,,,,,0,236264.152752,,POINT (4.063985202000026 55.41100896700004)
platforms.377,Netherlands,389761208,Operational,F2-A-Hanze TMLS,,Other,DANA,,,,,,,,0,176207.014114,,POINT (4.595789336000053 54.94042668800006)
platforms.27,Denmark,DK40,Closed down,Regnar,Subsea steel,Subsea,Mærsk,5505/17,Crude Oil,55,,,19930101,,45,180774.198021,"Subsea wellhead, production closed p.t.",POINT (5.229852049000044 55.385997917000054)
platforms.63,Denmark,DK61,Operational,Stine SCB-2,Subsea steel,Subsea,DONG E&P,5604/20,Crude Oil,150,,,20040101,,60,188014.282024,"Wellhead, satellite to Siri/removable",POINT (5.060673890000032 56.51647045400006)
platforms.66,Denmark,DK45,Operational,Stine SCB-1,Subsea steel,Subsea,DONG E & P,5604/20,Crude Oil,160,,,20040101,,60,189169.899107,"Wellhead, satellite to Siri/removable",POINT (5.042376354000055 56.50658407200007)
platforms.70,Denmark,DK62,Operational,Syd Arne - offloading facility,Subsea steel,Above water production,Hess Denmark,5604/30,Crude Oil,110,,,19990101,,60,239158.537151,SAL system for Syd Arne,POINT (4.257589382000049 56.09312522700003)
platforms.84,Denmark,DK60,Operational,Siri - offloading facility,Subsea steel,Above water production,DONG E & P,5604/20,Crude Oil,110,,,19990101,,60,195493.4238,SAL system for Siri,POINT (4.940599246000033 56.49161003800003)
platforms.495,Norway,283341,Operational,TROLL RB3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50921.4137021,SUBSEA STRUCTURE; RISER BASE,POINT (3.6062528000000498 60.88792220000005)
platforms.504,Norway,284405,Operational,34/8-A-10 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000101,,335,113267.722046,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.458730600000024 61.370408300000065)
platforms.512,Norway,287317,Operational,GULLFAKS A SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,,20010201,,135,125575.567931,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.1891944000000763 61.17610560000003)
platforms.522,Norway,425176,Operational,EKOFISK L-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,,1800,,,20131025,,79,262900.690412,JACKET 4 LEGS,POINT (3.2237083000000553 56.54433330000006)
platforms.529,Norway,280429,Operational,TROLL U1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991101,,335,53631.635217,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.581666700000028 60.84932780000008)
platforms.542,Norway,281185,Decommissioned,EKOFISK BS4,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,1064,,,19750101,,72,262707.225426,JACKET TRIPOD,POINT (3.210813900000062 56.55171390000004)
platforms.553,Norway,279673,Operational,GULLFAKS SØR G,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,120228.327875,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.2767361000000506 61.097286100000076)
platforms.560,Norway,278161,Operational,TROLL F,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,1159,,,19950923,,330,64080.0450847,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.4382444000000305 60.77616940000007)
platforms.527,Norway,424753,Decommissioned,25/8-E-1 H JETTE,,,,,,,,,20130522,,127,141413.534525,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3697083000000703 59.40344720000007)
platforms.567,Norway,278217,Closed down,30/6-C-27 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,,19911001,,106,109420.324912,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.7192556000000536 60.54101110000005)
platforms.570,Norway,356166,Operational,VIGDIS F,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,450,,,20031018,,220,134084.517295,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.0667000000000257 61.32068060000006)
platforms.576,Norway,280009,Operational,TROLL K2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,19990724,,320,54798.5132057,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.639794400000028 60.75583890000007)
platforms.580,Norway,284377,Operational,34/8-A-1 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,19990526,,335,113211.324832,SINGLE WELL TEMPLATE; GAS INJECTOR,POINT (2.4597583000000327 61.37015830000007)
platforms.581,Norway,279617,Operational,GULLFAKS SØR L,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,402,,,20011001,,135,124750.107997,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.19277500000004 61.09674720000004)
platforms.591,Norway,281913,Operational,TROLL PRBN,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19980401,,324,60709.7258413,SUBSEA STRUCTURE; RISER BASE,POINT (3.5106250000000614 60.77320830000008)
platforms.597,Norway,281409,Closed down,ELDFISK FTP-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,696,,,19790801,,70,276926.811376,JACKET TRIPOD,POINT (3.266530600000067 56.37465560000004)
platforms.610,Norway,278189,Operational,TROLL G,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,904,,,19950921,,327,65038.4787592,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.442141700000036 60.75352220000008)
platforms.618,Norway,280933,Decommissioned,FRIGG DP1,Fixed steel,Above water production,Equinor Energy AS,UK_10010/1,Natural Gas,7000,,,,,98,165071.889961,JACKET 8 LEGS,POINT (2.06083330000007 59.87402780000008)
