FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.937,Norway,279113,Operational,TROLL I1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,,19980414,,315,58199.9496974,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5817250000000627 60.74101110000004)
platforms.940,Norway,377386,Operational,TORDIS SSIB,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,1245,,,20080214,,210,131112.118861,SUBSEA STRUCTURE; BOOSTER - SEPARATION - WATER INJECTION,POINT (2.115230600000075 61.27477780000004)
platforms.952,Norway,287569,Operational,SNORRE B SBV,Subsea steel,Subsea,Equinor Energy AS,NO_34/4,Crude Oil,16.9,,,20010627,,350,128320.457657,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.212575000000072 61.52285000000006)
platforms.954,Norway,283397,Operational,TROLL RSS1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,4000,,,19991101,,338,50751.1429821,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.6101278000000434 60.887036100000046)
platforms.965,Norway,284433,Under construction,34/8-A-11 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000101,,335,113275.204268,SINGLE WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.4585917000000563 61.37041940000006)
platforms.971,Norway,283369,Operational,TROLL RB4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50623.9875424,SUBSEA STRUCTURE; RISER BASE,POINT (3.615305600000056 60.88300560000005)
platforms.976,Norway,281493,Operational,TROLL ERB,Fixed steel,Other,Equinor Energy AS,NO_31/2,,1458,,,19950921,,324,60736.6091569,SUBSEA STRUCTURE; RISER BASE,POINT (3.5108333000000584 60.772500000000036)
platforms.987,Norway,273961,Operational,SNORRE UPA,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,3700,,,19920803,,335,126984.136035,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.226344400000073 61.48932780000007)
platforms.988,Norway,279449,Operational,TROLL K1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19990724,,320,56134.300438,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6113500000000727 60.76831390000007)
platforms.996,Norway,359965,Operational,VIGDIS D,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,500,,,20031018,,250,133783.641269,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.0728694000000587 61.345613900000046)
platforms.1001,Norway,282865,Operational,34/8-A-21 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20030601,,335,113244.211201,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.45911940000002 61.36996110000007)
platforms.1020,Norway,280261,Operational,TROLL P2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20020601,,336,57104.4852504,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.494308300000057 60.87658060000007)
platforms.1026,Norway,278301,Operational,TROLL H,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,1356,,,19951231,,317,62599.7582871,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (3.5103778000000716 60.71449720000004)
platforms.1035,Norway,279757,Operational,TROLL O1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991123,,355,52935.0316334,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5663889000000495 60.88957220000003)
platforms.1046,Norway,283481,Operational,VISUND SDU-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,10.7,,,19990526,,335,113227.103638,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.459444400000052 61.37000000000006)
platforms.1047,Norway,283201,Operational,34/8-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,30,,,20000805,,335,113232.410697,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.4593806000000313 61.37030830000003)
platforms.1054,Norway,279141,Operational,TROLL J1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Crude Oil,322,,,19990317,,315,56744.5544425,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.608000000000061 60.74323610000005)
platforms.1056,Norway,279085,Operational,TROLL P1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991107,,336,54151.796709,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.5579417000000717 60.86699440000007)
platforms.1060,Norway,280037,Operational,TROLL M2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20000715,,346,46592.8004638,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6642389000000435 60.93141940000004)
platforms.1076,Norway,280317,Operational,TROLL N2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20011201,,345,50712.5941641,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.580369400000052 60.94633890000006)
platforms.1077,Norway,282893,Operational,TORDIS-MS,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,549,,,19940603,,200,130977.851812,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (2.1181139000000258 61.27563330000004)
platforms.1082,Norway,280345,Operational,TROLL S2,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,Crude Oil,311,,,19991103,,342,47356.8171797,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6718694000000482 60.892980600000044)
platforms.1085,Norway,286869,Operational,OSEBERG-Y,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,,480,,,19910901,,110,103916.366171,SUBSEA STRUCTURE; Y-CONNECTION,POINT (2.7992667000000324 60.58103890000007)
platforms.1090,Norway,279477,Operational,TROLL Q1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991031,,335,51538.4581624,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.627227800000071 60.84467220000005)
platforms.1092,Norway,280737,Operational,TROLL S1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,19991103,,340,48175.4333341,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.65464170000007 60.89505000000008)
platforms.1093,Norway,282053,Operational,TROLL PTG,Subsea steel,Other,Equinor Energy AS,NO_31/2,,200,,,19991101,,338,50500.588236,SUBSEA STRUCTURE; RISER BASE,POINT (3.6182722000000354 60.882175000000075)
platforms.1101,Norway,281521,Operational,TROLL ERS,Subsea steel,Other,Equinor Energy AS,NO_31/2,,4000,,,19950411,,324,60901.0961075,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.506344400000046 60.77350000000007)
platforms.1131,Norway,280373,Operational,TROLL T1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,322,,,20010201,,335,53237.86664,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.6039778000000524 60.83257500000008)
platforms.1136,Norway,272925,Closed down,30/9-B-49 H,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,480,,,19881201,,102,103224.230067,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.8374361000000476 60.54223610000008)
platforms.1138,Norway,272981,Decommissioned,TOGI,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,Natural Gas,1500,,,19910122,,302,58776.5225374,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (3.6575278000000253 60.57425000000006)
platforms.1143,Norway,271945,Operational,DRAUPNER S,Fixed steel,Above water production,Gassco AS,NO_16/11,Natural Gas,7844,,,19850701,,70,183543.571115,JACKET 4 LEGS; QUARTER - RISER,POINT (2.472791700000073 58.188869400000044)
platforms.1147,Norway,280289,Operational,TROLL L2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,311,,,20001114,,333,56723.1287789,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.555952800000057 60.80877220000008)
platforms.1153,Norway,283425,Operational,TROLL RSS2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,2800,,,19991101,,338,50626.7936817,SUBSEA STRUCTURE; RISER SUPPORT,POINT (3.613886100000059 60.88501390000005)
platforms.1166,Norway,280597,Operational,TORDIS ØST K,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,318,,,20000725,,200,130876.381121,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.120244400000047 61.276152800000034)
platforms.1174,Norway,287345,Operational,GULLFAKS C SSIV,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,118,,,20010201,,215,121606.837577,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (2.2738972000000217 61.214944400000036)
platforms.1186,Norway,283677,Operational,TROLL O2,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,Crude Oil,511,,,20100720,,338,54490.2300292,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.522930600000052 60.91450560000004)
platforms.1203,Norway,279645,Operational,GULLFAKS SØR F,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,390,,,19981008,,135,120225.542898,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.2768056000000456 61.09750280000003)
platforms.1208,Norway,377425,Operational,VIGDIS G,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,396,,,20080319,,280,132133.473041,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (2.106233300000042 61.37918890000003)
platforms.491,Norway,282949,Operational,25/11-A-21 H BALDER,,,Vår Energi ASA,,,,,,20130901,,127,142236.873945,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3581722000000696 59.191558300000054)
platforms.492,Norway,403298,Operational,GJØA B,Subsea steel,Subsea,Neptune Energy Norge AS,NO_35/9,Crude Oil,,,,20101107,,350,33092.9379419,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.9586861000000226 61.34030830000006)
platforms.493,Norway,719338,Under construction,25/8 BALDER H,,,Vår Energi ASA,,,,,,,,125,135668.584373,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.4647000000000503 59.26371390000003)
platforms.494,Norway,395215,Operational,6407/7-A-4 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,20040131,,330,73827.1860369,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.201602800000046 64.27071940000008)
platforms.496,Norway,287373,Operational,DRAUGEN T,Subsea steel,Subsea,Gassco AS,NO_6406/11,,,,,20001010,,344.5,103355.928933,SUBSEA STRUCTURE; T-CONNECTION,POINT (6.441258300000072 64.23325560000006)
platforms.497,Norway,284825,Operational,31/2-B-3 H TROLL B-3,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950919,,330,64079.8888854,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (3.4366722000000323 60.777755600000035)
platforms.498,Norway,281829,Operational,DRAUGEN PLEM 105,Subsea steel,Other,OKEA ASA,NO_6407/9,,,,,19931019,,257,59012.0891596,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.8371722000000545 64.34719720000004)
platforms.500,Norway,279897,Operational,SYGNA N,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,20000802,,299,139033.452591,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9918500000000563 61.46694170000006)
platforms.501,Norway,287485,Under construction,VØRING T,,,Gassco AS,,,,,,,,171,25607.5138674,SUBSEA STRUCTURE; T-CONNECTION,POINT (4.599141700000075 62.219386100000065)
platforms.502,Norway,364607,Under construction,VISUND T,,,Gassco AS,,,,,,,,185,106593.026239,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.5278333000000544 61.06808060000003)
platforms.503,Norway,283901,Operational,25/11-B-7 H BALDER,,,Vår Energi ASA,,,,,,19991014,,127,141166.310169,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.379544400000043 59.17793610000007)
platforms.505,Norway,411180,Operational,GOLIAT F,,,Vår Energi ASA,,,,,,20160312,,350,48917.1861615,MULTI WELL TEMPLATE; GAS INJECTION,POINT (22.259933300000057 71.25940000000003)
platforms.506,Norway,278917,Operational,ÅSGARD X,Subsea steel,Subsea,Equinor Energy AS,NO_6507/11,Crude Oil,,,,20001004,,298,133622.165668,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.492972200000054 65.06763890000008)
platforms.507,Norway,284097,Operational,6407/9-D-2 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20020422,,265,62039.6496492,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.723294400000043 64.34240280000006)
platforms.508,Norway,429545,Operational,25/4-F-1 H VILJE F1,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20140410,,122,151064.399327,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2788000000000466 59.656625000000076)
platforms.509,Norway,356124,Operational,HEIDRUN C,Subsea steel,Subsea,Equinor Energy AS,NO_6507/7,,,,,19950815,,327,158093.124251,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.303080600000044 65.28635000000003)
platforms.510,Norway,377615,Operational,TYRIHANS A,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,20090708,,286,129479.03867,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.071344400000044 64.88895830000007)
platforms.514,Norway,283929,Operational,25/11-C-12 H BALDER,,,Vår Energi ASA,,,,,,19991004,,127,139370.646065,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.4100722000000587 59.18331390000003)
platforms.516,Norway,283733,Under construction,TROLL R,Subsea steel,Subsea,Equinor Energy AS,NO_31/3,,,,,,,341,46577.8296427,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.71040830000004 60.86294170000008)
platforms.517,Norway,449134,Operational,24/9-P-8 KOBRA,,,Aker BP ASA,,,,,,20161110,,124,165161.655483,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9669278000000645 59.49532780000004)
platforms.518,Norway,284713,Operational,FRAM A1,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,Crude Oil,,,,20031002,,360,53460.5043283,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.516463900000076 61.08477220000003)
platforms.519,Norway,279309,Operational,NORNE E,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,19971105,,379,152649.879388,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.098236100000065 66.04547220000006)
platforms.520,Norway,425523,Operational,ALVHEIM EAST RISER BASE,,,Aker BP ASA,,,,,,20080608,,125,164443.261185,SUBSEA STRUCTURE; RISER BASE,POINT (2.0013583000000494 59.56920000000008)
platforms.521,Norway,287093,Operational,JOTUN T,Subsea steel,Subsea,Gassco AS,NO_25/7,,,,,19991122,,120,149954.081266,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.233055600000057 59.47722220000003)
platforms.523,Norway,411122,Operational,GOLIAT E,,,Vår Energi ASA,,,,,,20160312,,323,47531.6507781,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.250150000000076 71.24335560000003)
platforms.524,Norway,374865,Operational,25/4-D1 H VILJE D1,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20080801,,122,151093.28676,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.278027800000075 59.65612220000003)
platforms.525,Norway,449981,Operational,JOHAN SVERDRUP RP,,,Equinor Energy AS,,,,,,20191005,,115,140292.695014,JACKET 8 LEGS; EXPORT POINT - GAS EXPORT - RISER - UMBILICAL SUPPORT,POINT (2.5569444000000203 58.83694440000005)
platforms.528,Norway,408991,Closed down,30/4-D-1 AH,,,Equinor Energy AS,,,,,,,,119,145785.757191,SINGLE WELL TEMPLATE; DRILLING,POINT (2.047111100000052 60.50427780000007)
platforms.530,Norway,728943,Operational,24/9-P-9 H,,,Aker BP ASA,,,,,,20170701,,123,165156.058926,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9669417000000635 59.49497220000006)
platforms.531,Norway,284349,Closed down,6407/9-A-53 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,277,59381.561962,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.7752528000000325 64.33026110000003)
platforms.532,Norway,279925,Operational,OSEBERG SØR K,Subsea steel,Subsea,Equinor Energy AS,NO_30/9,Crude Oil,,,,20000830,,106,115145.904013,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.7761694000000716 60.264505600000064)
platforms.534,Norway,341394,Operational,25/11-A-19 H BALDER,,,Vår Energi ASA,,,,,,20010625,,127,142199.812888,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3588000000000306 59.191691700000035)
platforms.536,Norway,444187,Operational,AASTA HANSTEEN SPAR,,,Equinor Energy AS,,,,,,20181217,,1315,208218.186589,SPAR; ACCOMMODATION - OFFLOADING - PROCESSING - STORAGE,POINT (7.097477800000036 67.06699170000007)
platforms.539,Norway,432583,Operational,ÅSGARD SCMS-A,,,Equinor Energy AS,,,,,,20150916,,267,126937.925446,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (7.520916700000043 64.99749720000005)
platforms.540,Norway,448895,Operational,24/9-P-7 VIPER,,,Aker BP ASA,,,,,,20161110,,124,165171.89237,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (1.9666667000000757 59.49500000000006)
platforms.541,Norway,370616,Operational,SNØHVIT CDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Crude Oil,,,,20070821,,325,98194.220155,SUBSEA STRUCTURE; DISTRIBUTION,POINT (21.22753330000006 71.56930000000006)
platforms.543,Norway,441965,Operational,AASTA HANSTEEN D,,,Equinor Energy AS,,,,,,20181217,,1278,211685.659546,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.012433300000055 67.07276390000004)
platforms.544,Norway,455081,Operational,AASTA HANSTEEN E,,,Equinor Energy AS,,,,,,20181101,,1311,217664.648311,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (6.864544400000057 67.08570560000004)
platforms.545,Norway,283537,Operational,MIKKEL B,Subsea steel,Subsea,Equinor Energy AS,NO_6407/5,Natural Gas,,,,20031001,,220,91774.9137998,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.663641700000028 64.64708330000008)
platforms.547,Norway,430557,Operational,BALDER SDU A,Subsea steel,Subsea,Vår Energi ASA,NO_25/11,Crude Oil,,,,20130601,,127,142220.426921,SUBSEA STRUCTURE; DISTRIBUTION,POINT (2.3585167000000524 59.19124440000007)
platforms.548,Norway,277433,Decommissioned,FRØY,Fixed steel,Above water production,Aker BP ASA,NO_25/5,Crude Oil,,,,19950511,,119,138414.096646,JACKET 4 LEGS; WELLHEAD,POINT (2.5577778000000535 59.73416670000006)
platforms.550,Norway,285441,Operational,31/2-D-7 H TROLL D-7,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19960419,,338,60477.4645643,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.442830600000036 60.85583890000004)
platforms.551,Norway,364750,Operational,NORNE J,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20051108,,390,149566.275857,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (8.171355600000027 66.04912220000006)
platforms.552,Norway,272953,Operational,30/9-B-50 H OSEBERG B-50,Subsea steel,Subsea,Equinor Energy AS,NO_30/6,Crude Oil,,,,19881201,,103,104865.168317,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.8065556000000242 60.54121390000006)
platforms.554,Norway,285469,Operational,31/2-D-8 H TROLL D-8,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950925,,330,60363.2273464,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.445466700000054 60.85522780000008)
platforms.555,Norway,506250,Under construction,NOVA W,,,Wintershall Dea Norge AS,,,,,,,,369,48492.5536538,MULTI WELL TEMPLATE; WATER INJECTION,POINT (3.666019400000039 61.28530280000007)
platforms.557,Norway,715043,Operational,16/4 SOLVEIG BA,,,Lundin Energy Norway AS,,,,,,20210930,,100,165652.161954,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2042500000000587 58.68661110000005)
platforms.558,Norway,285553,Operational,31/2-E-5 H TROLL E-5,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19960412,,318,62821.4815593,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4429583000000434 60.797894400000075)
platforms.561,Norway,272673,Closed down,34/10-A-1 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19861222,,135,123982.939131,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2209750000000668 61.18464720000003)
platforms.562,Norway,436400,Operational,MARTIN LINGE A,,,Equinor Energy AS,,,,,,20210630,,114,147314.440383,JACKET 8 LEGS; PROCESSING - QUARTER - WELLHEAD,POINT (2.0148278000000346 60.50618890000004)
platforms.563,Norway,433590,Operational,FRAM H NORD,Fixed steel,Subsea,Equinor Energy AS,NO_35/11,Natural Gas,,,,20140906,,360,52556.7849174,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.5461500000000683 61.128197200000045)
platforms.564,Norway,713830,Operational,6507/3-H-1H ÆRFUGL,,,Aker BP ASA,,,,,,20211103,,356,165898.983903,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (7.692672200000061 65.84138890000008)
platforms.566,Norway,456869,Operational,JOHAN SVERDRUP STATPIPE HOT TAP,,,Equinor Energy AS,,,,,,20191005,,0,3969.6320515,SUBSEA STRUCTURE; GAS EXPORT - MANIFOLD,POINT (5.053411100000062 59.32715280000008)
platforms.569,Norway,458633,Under construction,DVALIN PLEM,,,,,,,,,20201001,,345,164864.076746,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.184125000000051 65.33306940000006)
platforms.571,Norway,427058,Operational,PETROJARL KNARR,,,A/S Norske Shell,,,,,,20150316,,410,99284.3265033,FPSO; GAS EXPORT - GAS PRODUCER - OFFLOADING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (2.833938900000021 61.77993060000006)
platforms.572,Norway,360444,Operational,KRISTIN S,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,20051103,,364,155828.559312,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.434913900000026 64.97752220000007)
platforms.574,Norway,282193,Decommissioned,LILLE-FRIGG B,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19940501,,113,144524.062111,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.388380600000062 59.96615280000003)
platforms.575,Norway,285161,Operational,6407/7-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73822.6955598,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201797200000044 64.27076390000008)
platforms.577,Norway,285637,Operational,31/2-F-4 H TROLL F-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19970413,,330,64291.3717885,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4346528000000376 60.77544720000003)
platforms.787,Norway,411064,Operational,GOLIAT D,,,Vår Energi ASA,,,,,,20160312,,350,48935.7902573,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (22.261819400000036 71.25992220000006)
platforms.578,Norway,285049,Operational,6407/7-A-16 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73875.8893024,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201361100000042 64.27130280000006)
platforms.582,Norway,365211,Operational,30/8-A-21 H TUNE SOUTH,Subsea steel,Subsea,Equinor Energy AS,NO_30/8,Natural Gas,,,,20090718,,93,117798.373769,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.608061100000043 60.457350000000076)
platforms.583,Norway,282137,Decommissioned,NORDØST FRIGG A,Fixed steel,Above water production,Equinor Energy AS,NO_25/1,Natural Gas,,,,19840101,,102,151328.653027,MONOTOWER; FIELD CONTROL CENTER,POINT (2.2493167000000653 59.98651110000003)
platforms.585,Norway,408694,Operational,IDUN,Fixed steel,Subsea,Aker BP ASA,NO_6507/3,Crude Oil,,,,20121231,,393,162855.049337,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (7.72069440000007 65.79832500000003)
platforms.586,Norway,277825,Decommissioned,LILLE-FRIGG,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19940501,,113,144542.987994,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.390833300000054 59.96163890000008)
platforms.587,Norway,285021,Operational,6407/7-A-19 H,,,Equinor Energy AS,,,,,,19971001,,330,73865.6049489,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.201550000000054 64.27125830000006)
platforms.588,Norway,279561,Operational,NJORD BRAVO,Floating steel,Above water production,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,71952.3854194,FSU; OFFLOADING - STORAGE,POINT (7.2530806000000325 64.27206110000003)
platforms.589,Norway,281605,Operational,34/7-I-2 H TORDIS I-2,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,19940603,,200,130900.886891,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.1196917000000326 61.27593060000004)
platforms.590,Norway,365003,Decommissioned,15/6-A-4 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20010829,,112,193239.640227,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6682500000000573 58.712305600000036)
platforms.592,Norway,283621,Operational,HEIDRUN E,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,Crude Oil,,,,20000815,,363.3999939,158251.810729,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.369383300000038 65.38329440000007)
platforms.595,Norway,286365,Operational,STAT-SSTC,Subsea steel,Subsea,Gassco AS,NO_33/12,,,,,19851001,,145,144050.936076,SUBSEA STRUCTURE; T-CONNECTION,POINT (1.845936100000074 61.18583060000003)
platforms.596,Norway,371178,Operational,ORMEN LANGE A,Subsea steel,Subsea,A/S Norske Shell,NO_6305/8,Natural Gas,,,,20070913,,850,90788.6410643,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (5.386519400000054 63.49675830000007)
platforms.602,Norway,403530,Operational,GJØA F,,,Neptune Energy Norge AS,,,,,,20101107,,370,33092.9799064,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (3.9811556000000223 61.38820560000005)
platforms.603,Norway,280625,Closed down,VISUND NORD,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,20020201,,381,108073.734146,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.567583300000024 61.430833300000074)
platforms.604,Norway,365658,Operational,ÅSGARD RB,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,,,,,20050826,,315,155007.156641,SUBSEA STRUCTURE; RISER BASE,POINT (6.727305600000022 65.06663890000004)
platforms.605,Norway,285945,Operational,31/5-H-4 H TROLL H-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19960904,,317,62741.7563148,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.507352800000035 60.715319400000055)
